// Old Card Album Obtainable Items Database
//
// Structure of Database:
// GroupID,ItemID,Rate

IG_CardAlbum,27353,1    //'Rigid Blazer Card'
IG_CardAlbum,31016,1    //'Decorated Evil Tree Card'
IG_CardAlbum,31017,1    //'Vicious Cookie Card'
IG_CardAlbum,31018,1    //'Evil Dwelling Box Card'
IG_CardAlbum,31019,1    //'Creepy Demon Card','Creep
IG_CardAlbum,31020,1    //'Malicious Baby Ghost Card
IG_CardAlbum,31021,1    //'Dancing Marionette Card'
IG_CardAlbum,31022,1    //'Abandoned Teddy Bear Card'
IG_CardAlbum,27335,1    //'Chaotic Baphomet Junior Card'
IG_CardAlbum,27336,1    //'Chaotic Sidewinder Card'
IG_CardAlbum,27337,1    //'Chaotic Hunter Fly Card'
IG_CardAlbum,27338,1    //'Chaotic Mantis Card'
IG_CardAlbum,27340,1    //'Chaotic Killer Mantis Card'  
IG_CardAlbum,27341,1    //'Chaotic Poporing Card' 
IG_CardAlbum,27342,1    //'Chaotic Stem Worm Card'
IG_CardAlbum,27343,1    //'Chaotic Acolyte Card'  
IG_CardAlbum,27354,1    //'Contaminated Raydric Card'   
IG_CardAlbum,27355,1    //'Contaminated Raydric Archer Card'
IG_CardAlbum,27356,1    //'Frozen Gargoyle Card'   
IG_CardAlbum,27357,1    //'Contaminated Sting Card'
IG_CardAlbum,27358,1    //'Prison Breaker Card'
IG_CardAlbum,27359,1    //'Ice Ghost Card'
IG_CardAlbum,27360,1    //'Flame Ghost Card'   
IG_CardAlbum,27361,1    //'Contaminated Wanderer Card'  

// Magic Card Album
IG_MagicCardAlbum,4047,1	// Ghostring Card
IG_MagicCardAlbum,4054,1	// Angeling Card
IG_MagicCardAlbum,4163,1	// Gryphon Card
IG_MagicCardAlbum,4169,1	// Dark Illusion Card
IG_MagicCardAlbum,4174,1	// Deviling Card
IG_MagicCardAlbum,4179,10	// Dragon Fly Card
IG_MagicCardAlbum,4183,10	// Vagabond Wolf Card
IG_MagicCardAlbum,4197,10	// Mastering Card
IG_MagicCardAlbum,4198,1	// Maya Purple Card
IG_MagicCardAlbum,4203,10	// Mutant Dragonoid Card
IG_MagicCardAlbum,4207,1	// Mysteltainn Card
IG_MagicCardAlbum,4211,1	// Vocal card
IG_MagicCardAlbum,4237,5	// Owl Duke Card
IG_MagicCardAlbum,4238,5	// Owl Baron Card
IG_MagicCardAlbum,4241,1	// Arc Angeling Card
IG_MagicCardAlbum,4250,1	// Executioner Card
IG_MagicCardAlbum,4254,1	// Tirfing Card
IG_MagicCardAlbum,4266,10	// Eclipse Card
IG_MagicCardAlbum,4284,10	// Chepet Card
IG_MagicCardAlbum,4285,10	// Choco Card
IG_MagicCardAlbum,4290,5	// Cat O' Nine Tails Card
IG_MagicCardAlbum,4291,10	// Kobold Leader Card
IG_MagicCardAlbum,4300,10	// Chimera Card
IG_MagicCardAlbum,4306,10	// Toad Card
IG_MagicCardAlbum,4320,1	// Bloody Knight Card
IG_MagicCardAlbum,4336,1	// Ungoliant Card
IG_MagicCardAlbum,4354,1	// Gemini-S58 Card
IG_MagicCardAlbum,4384,1	// Hydro Card
IG_MagicCardAlbum,4395,3	// Thanatos Maero Card
IG_MagicCardAlbum,4396,3	// Thanatos Odium Card
IG_MagicCardAlbum,4397,3	// Thanatos Despero Card
//new_cards
IG_MagicCardAlbum,4684,1    //'Eremes Card'
IG_MagicCardAlbum,4685,1    //'Magaleta Card'
IG_MagicCardAlbum,4686,1    //'Katrinn Card'
IG_MagicCardAlbum,4687,1    //'Shecil Card'
IG_MagicCardAlbum,4688,1    //'Harword Card'
IG_MagicCardAlbum,4689,1    //'Seyren Card'
IG_MagicCardAlbum,4690,1    //'Randel Card'
IG_MagicCardAlbum,4691,1    //'Flamel Card'
IG_MagicCardAlbum,4692,1    //'Celia Card'
IG_MagicCardAlbum,4693,1    //'Chen Card'
IG_MagicCardAlbum,4694,1    //'Gertie Card'
IG_MagicCardAlbum,4695,1    //'Trentini Card'
IG_MagicCardAlbum,4696,1    //'Alphoccio Card'
IG_MagicCardAlbum,4577,1    //'elvira Card'
IG_MagicCardAlbum,27262,1    //'dwigh Card'
